,director_name,genres,actor_1_name,movie_title,imdb_score,plot_keywords,plot_keywords_vector,movie_id
181,Gore Verbinski,Adventure|Animation|Comedy|Family|Western,Johnny Depp,Rango ,7.2,chameleon|lizard|sheriff|water|western town,,
182,Eric Darnell,Adventure|Animation|Comedy|Family,Benedict Cumberbatch,Penguins of Madagascar ,6.7,little girl|park|spy|statue of liberty|television van,,
183,Paul Greengrass,Action|Mystery|Thriller,Matt Damon,The Bourne Ultimatum ,8.1,action hero|cia|dark past|flashback|memory,,
184,Mark Osborne,Action|Adventure|Animation|Comedy|Family,Angelina Jolie Pitt,Kung Fu Panda ,7.6,kung fu|kung fu master|master|panda|snow leopard,,
185,Peyton Reed,Action|Adventure|Comedy|Sci-Fi,Judy Greer,Ant-Man ,7.4,ant|chinatown san francisco|heist|sabotage|vault,,
186,Francis Lawrence,Adventure|Sci-Fi|Thriller,Jennifer Lawrence,The Hunger Games: Catching Fire ,7.6,president|snow|television|tour|uprising,,
187,Bill Condon,Adventure|Drama|Fantasy|Romance,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2 ,5.5,battle|friend|super strength|vampire|vision,,
188,Tim Johnson,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,6.7,alien friendship|alien invasion|australia|flying car|mother daughter relationship,,
189,Steven Spielberg,Adventure|Sci-Fi|Thriller,Tom Cruise,War of the Worlds ,6.5,alien|fight|storm|survival|tripod,,
190,Michael Bay,Action|Comedy|Crime|Thriller,Will Smith,Bad Boys II ,6.6,cuba|dea|drugs|money|undercover,,
191,Chris Miller,Action|Adventure|Animation|Comedy|Family|Fantasy,Salma Hayek,Puss in Boots ,6.7,betrayal|egg|friend|goose|hero,,
192,Phillip Noyce,Action|Crime|Mystery|Thriller,Angelina Jolie Pitt,Salt ,6.4,cia|on the run|russian|russian spy|strong female lead,,
193,Darren Aronofsky,Action|Adventure|Drama,Anthony Hopkins,Noah ,5.8,ark|flood|noah's ark|water|wrath of god,,
194,Steven Spielberg,Action|Adventure|Family|Mystery,Toby Jones,The Adventures of Tintin ,7.4,captain|morocco|ship|tintin|treasure,,
195,Alfonso Cuarón,Adventure|Family|Fantasy|Mystery,Daniel Radcliffe,Harry Potter and the Prisoner of Azkaban ,7.8,magic|muggle|serial killer|traitor|wizard,,
196,Baz Luhrmann,Adventure|Drama|Romance|War,Essie Davis,Australia ,6.6,australia|cattle|darwin|drover|japanese,,
197,M. Night Shyamalan,Action|Adventure|Sci-Fi,Will Smith,After Earth ,4.9,box office flop|father son team|fear|race against time|real life father and son playing father and son,,
198,Eric Leighton,Adventure|Animation|Family|Thriller,Alfre Woodard,Dinosaur ,6.5,egg|iguanodon|lemur|meteor|nesting grounds,,
200,Shawn Levy,Adventure|Comedy|Family|Fantasy,Robin Williams,Night at the Museum: Secret of the Tomb ,6.2,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet,,
201,Tom McGrath,Action|Animation|Comedy|Family|Sci-Fi,J.K. Simmons,Megamind ,7.3,battle|city|planet|prison|superhero,,
202,Chris Columbus,Adventure|Family|Fantasy,Daniel Radcliffe,Harry Potter and the Sorcerer's Stone ,7.5,based on novel|birthday|evil wizard|quidditch|wizard,,
203,Robert Schwentke,Action|Comedy|Fantasy,Ryan Reynolds,R.I.P.D. ,5.6,drug dealer|gold|partner|police|undead,,
204,Hideaki Anno,Action|Adventure|Drama|Horror|Sci-Fi,Mark Chinnery,Godzilla Resurgence ,8.2,blood|godzilla|monster|sequel,,
205,Gore Verbinski,Action|Adventure|Fantasy,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl ,8.1,caribbean|curse|governor|pirate|undead,,
207,Francis Lawrence,Adventure|Sci-Fi|Thriller,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1 ,6.7,based on young adult novel|manipulation|rebellion|symbol|uprising,,
208,Ron Howard,Mystery|Thriller,Tom Hanks,The Da Vinci Code ,6.6,based on supposedly true story|holy grail|mary magdalene|opus dei|secret,,
209,Carlos Saldanha,Adventure|Animation|Comedy|Family|Musical,Miguel Ferrer,Rio 2 ,6.4,amazon|bird|father in law|jungle|no opening credits,,
210,Bryan Singer,Action|Adventure|Fantasy|Sci-Fi|Thriller,Hugh Jackman,X-Men 2 ,7.5,mutant|prison|professor|school|x men,,
211,Justin Lin,Action|Crime|Thriller,Paul Walker,Fast Five ,7.3,drug lord|drugs|federal agent|heist|police,,
212,Guy Ritchie,Action|Adventure|Crime|Mystery|Thriller,Robert Downey Jr.,Sherlock Holmes: A Game of Shadows ,7.5,factory|gypsy|investigation|sherlock holmes|train,,
213,Louis Leterrier,Action|Adventure|Fantasy,Liam Neeson,Clash of the Titans ,5.8,famous line|hand to hand combat|kraken|rape|zeus,,
214,Paul Verhoeven,Action|Sci-Fi,Ronny Cox,Total Recall ,7.5,ambiguous ending|false memory|implanted memory|memory|space colony,,
215,John McTiernan,Action|Adventure|History,Tony Curran,The 13th Warrior ,6.6,arab|battle|combat|viking|warrior,,
216,Tony Gilroy,Action|Adventure|Thriller,Jeremy Renner,The Bourne Legacy ,6.7,assassin|cia|drone|pill|wolf,,
217,Joel Schumacher,Action,Michael Gough,Batman & Robin ,3.7,butler|critically bashed|cure|freeze|gotham,,
218,Ron Howard,Comedy|Family|Fantasy,Clint Howard,How the Grinch Stole Christmas ,6.0,box office hit|christmas|materialism|public humiliation|snowflake,,
219,Roland Emmerich,Action|Adventure|Sci-Fi|Thriller,Jake Gyllenhaal,The Day After Tomorrow ,6.4,climate|end of the world|global warming|natural disaster|weather,,
220,John Woo,Action|Adventure|Thriller,Tom Cruise,Mission: Impossible II ,6.1,cure|mission|terrorist|thief|virus,,
221,Wolfgang Petersen,Action|Adventure|Drama|Thriller,Karen Allen,The Perfect Storm ,6.4,death|fish|fishing|sea|storm,,
222,Tim Story,Action|Adventure|Sci-Fi|Thriller,Chris Evans,Fantastic 4: Rise of the Silver Surfer ,5.6,fantastic four|space|strong female character|strong female lead|superheroine,,
223,Ang Lee,Adventure|Drama|Fantasy,Suraj Sharma,Life of Pi ,8.0,animal|faith|india|journey|tiger,,
224,Mark Steven Johnson,Action|Fantasy|Thriller,Nicolas Cage,Ghost Rider ,5.2,blackheart|devil|father|ghost|mephistopheles,,
225,Paul Greengrass,Action|Thriller,Matt Damon,Jason Bourne ,7.1,black ops|chase|cia|cia agent|repeated scene,,
226,McG,Action|Adventure|Comedy|Crime,Demi Moore,Charlie's Angels: Full Throttle ,4.8,fbi|murder|ring|witness protection|witness protection program,,
227,Ridley Scott,Adventure|Mystery|Sci-Fi,Michael Fassbender,Prometheus ,7.0,cave painting|medical scanner|planet|pregnant with an alien fetus|suspended animation,,
228,Rob Minkoff,Adventure|Animation|Comedy|Family|Fantasy,Nathan Lane,Stuart Little 2 ,5.4,anthropomorphic mouse|falcon|marshmallow|second part|soccer,,
229,Neill Blomkamp,Action|Drama|Sci-Fi|Thriller,Matt Damon,Elysium ,6.6,christ figure|class differences|messiah|saviour|social commentary,,
230,David Twohy,Action|Adventure|Sci-Fi|Thriller,Vin Diesel,The Chronicles of Riddick ,6.7,bounty hunter|escape|necromonger|planet|warrior,,
231,José Padilha,Action|Crime|Sci-Fi|Thriller,Gary Oldman,RoboCop ,6.2,law enforcement|police|robocop|robot|technology,,
232,Lana Wachowski,Action|Family|Sport,Scott Porter,Speed Racer ,6.1,based on anime|based on cartoon|gadget car|racer|speed,,
233,James L. Brooks,Comedy|Drama|Romance,Shelley Conn,How Do You Know ,5.3,embarrassment|falling in love|love|love triangle|revelation,,
234,James Mangold,Action|Comedy|Romance,Tom Cruise,Knight and Day ,6.3,chase|fbi|garage|spy|surveillance,,
235,Joseph Kosinski,Action|Adventure|Mystery|Sci-Fi,Morgan Freeman,Oblivion ,7.0,cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool,,
236,George Lucas,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Star Wars: Episode III - Revenge of the Sith ,7.6,elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision,,
237,George Lucas,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Star Wars: Episode II - Attack of the Clones ,6.7,martial arts|murdered before giving protagonist information|part computer animation|prequel|prequel to cult film,,
238,Pete Docter,Adventure|Animation|Comedy|Family|Fantasy,Steve Buscemi,"Monsters, Inc. ",8.1,friend|little girl|monster|rival|scream,,
239,James Mangold,Action|Adventure|Sci-Fi|Thriller,Hugh Jackman,The Wolverine ,6.7,healing power|marvel comics|mecha|regeneration|self healing,,
240,George Lucas,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Star Wars: Episode I - The Phantom Menace ,6.5,alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream,,
241,Kirk De Micco,Adventure|Animation|Comedy|Family|Fantasy,Ryan Reynolds,The Croods ,7.3,cave|caveman|journey|strict father|survival,,
242,Frédéric Forestier,Adventure|Comedy|Family|Fantasy,Alain Delon,Asterix at the Olympic Games ,5.1,1st century b.c.|lightsaber|local blockbuster|magical potion|potion,,
243,John Woo,Action|Drama|War,Nicolas Cage,Windtalkers ,6.0,code|duty|steel helmet|u.s. marine|u.s. soldier,,
244,Cedric Nicolas-Troyan,Action|Adventure|Drama|Fantasy,Chris Hemsworth,The Huntsman: Winter's War ,6.1,based on fairy tale|dark fantasy|fairy tale|second part|sequel,,
245,Jonathan Liebesman,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,Teenage Mutant Ninja Turtles ,5.9,18 wheeler|mutant|ninja|sewer|turtle,,
246,Alfonso Cuarón,Adventure|Drama|Sci-Fi|Thriller,Phaldut Sharma,Gravity ,7.8,box office hit|long take|sole survivor|space|space station,,
247,Roger Donaldson,Action|Adventure|Thriller,Jamie Renée Smith,Dante's Peak ,5.8,ash|escape|lava|mayor|volcano,,
248,Dave Green,Action|Adventure|Comedy|Sci-Fi,Stephen Amell,Teenage Mutant Ninja Turtles: Out of the Shadows ,6.3,based on comic book|brother brother relationship|rat|sequel|turtle,,
249,Josh Trank,Action|Adventure|Sci-Fi,Tim Blake Nelson,Fantastic Four ,4.3,box office flop|critically bashed|portal|teleportation|troubled production,,
250,Shawn Levy,Action|Adventure|Comedy|Family|Fantasy,Robin Williams,Night at the Museum ,6.4,chaos|museum|museum of natural history|night watchman|watchman,,
251,Brad Peyton,Action|Adventure|Drama|Thriller,Dwayne Johnson,San Andreas ,6.1,disaster movie|earthquake|journey|natural disaster|san andreas fault,,
252,Roger Spottiswoode,Action|Adventure|Thriller,Vincent Schiavelli,Tomorrow Never Dies ,6.5,ex boyfriend ex girlfriend relationship|media tycoon|megalomaniac|official james bond series|world war three,,
253,Roland Emmerich,Action|Drama|History|War,Heath Ledger,The Patriot ,7.1,american revolution|british|french|hero|standoff,,
254,Steven Soderbergh,Crime|Thriller,Brad Pitt,Ocean's Twelve ,6.4,father daughter relationship|heist|pretending to be pregnant|sequel|thief,,
255,Doug Liman,Action|Comedy|Crime|Romance|Thriller,Brad Pitt,Mr. & Mrs. Smith ,6.5,assassin|marriage|secret agent|suburb|target,,
256,Robert Schwentke,Adventure|Sci-Fi|Thriller,Kate Winslet,Insurgent ,6.3,action heroine|falling from height|mind control|trainhopping|truth serum,,
257,Martin Scorsese,Biography|Drama,Leonardo DiCaprio,The Aviator ,7.5,1920s|aviation|fight|spruce goose|test flight,,
258,Rob Letterman,Adventure|Comedy|Family|Fantasy,James Corden,Gulliver's Travels ,4.9,bermuda triangle|box office hit|shipwrecked|travel|travel writer,,
259,Michel Gondry,Action|Comedy|Crime|Sci-Fi|Thriller,Christoph Waltz,The Green Hornet ,5.8,heir|kung fu|party|playboy|superhero,,
261,Noam Murro,Action|Drama|Fantasy|War,Eva Green,300: Rise of an Empire ,6.2,army|commander|female rear nudity|greek|navy,,
262,Raja Gosnell,Adventure|Animation|Comedy|Family|Fantasy,Mahadeo Shivraj,The Smurfs ,5.5,blue|new york|new york city|no opening credits|smurf,,
263,Will Finn,Animation|Comedy|Family|Music|Western,Steve Buscemi,Home on the Range ,5.4,cattle|cow|dairy farm|farm|rustler,,
264,Robert Schwentke,Action|Adventure|Mystery|Sci-Fi|Thriller,Naomi Watts,Allegiant ,5.8,based on young adult novel|dystopia|genetic experimentation|strong female character|strong female lead,,
265,Shawn Levy,Action|Drama|Sci-Fi|Sport,Hugh Jackman,Real Steel ,7.1,arena|boxing|boxing movie|robot|robot battle,,
266,Raja Gosnell,Adventure|Animation|Comedy|Family|Fantasy,Jacob Tremblay,The Smurfs 2 ,5.4,based on cartoon|box office hit|no opening credits|sequel|smurf,,
267,Jan de Bont,Action|Crime|Romance|Thriller,Jason Patric,Speed 2: Cruise Control ,3.7,collision course|computer|cruise|diamonds|ship run aground,,
268,Gavin Hood,Action|Sci-Fi,Harrison Ford,Ender's Game ,6.7,alien|future|manipulation|simulation|training,,
269,Len Wiseman,Action|Adventure|Thriller,Bruce Willis,Live Free or Die Hard ,7.2,fbi|hacker|independence day|police|terrorist,,
270,Peter Jackson,Action|Adventure|Drama|Fantasy,Christopher Lee,The Lord of the Rings: The Fellowship of the Ring ,8.8,elf|hobbit|middle earth|quest|ring,,
271,Frank Coraci,Action|Adventure|Comedy,Jim Broadbent,Around the World in 80 Days ,5.8,19th century|around the world|inventor|martial arts|train,,
272,Michael Mann,Biography|Drama|Sport,Will Smith,Ali ,6.8,african american protagonist|african americans|boxing gym|gym|rumble in the jungle,,
273,Bo Welch,Adventure|Comedy|Family|Fantasy,Sean Hayes,The Cat in the Hat ,3.8,based on cult comic book|cat|home alone|imagination|talking cat,,
274,Alex Proyas,Action|Mystery|Sci-Fi|Thriller,Will Smith,"I, Robot ",7.1,humanoid robot|man versus machine|prosthetic limb|robot as pathos|robot vs. robot,,
275,Ridley Scott,Action|Adventure|Drama|History|War,Liam Neeson,Kingdom of Heaven ,7.2,12th century|crusader|jerusalem|knight|medieval times,,
276,Rob Minkoff,Adventure|Comedy|Family|Fantasy,Chazz Palminteri,Stuart Little ,5.9,box office hit|cat|first part|mouse|orphanage,,
277,Ron Clements,Animation|Family|Fantasy|Musical|Romance,Oprah Winfrey,The Princess and the Frog ,7.1,amphibian|dream|frog|frog prince|waitress,,
278,Ridley Scott,Adventure|Drama|Sci-Fi,Matt Damon,The Martian ,8.1,astronaut|international cooperation|left for dead|nasa|space habitat,,
280,Michael Bay,Action|Adventure|Romance|Sci-Fi|Thriller,Scarlett Johansson,The Island ,6.9,clone|environment|escape|island|lottery,,
281,Peter Chelsom,Comedy|Romance,Del Zamora,Town & Country ,4.4,anniversary|architect|cellist|friend|hardware store,,
282,Dominic Sena,Action|Crime|Thriller,Nicolas Cage,Gone in Sixty Seconds ,6.5,auto theft|brother|car|theft|thief,,
283,Ridley Scott,Action|Drama|Romance,Djimon Hounsou,Gladiator ,8.5,battlefield|blood|combat|gladiator|roman empire,,
284,Steven Spielberg,Action|Mystery|Sci-Fi|Thriller,Tom Cruise,Minority Report ,7.7,future|murder|neo noir|washington d.c.|year 2054,,
285,Chris Columbus,Adventure|Family|Fantasy|Mystery,Daniel Radcliffe,Harry Potter and the Chamber of Secrets ,7.4,bildungsroman|flying broom|invisibility cloak|monster|wizardry,,
286,Martin Campbell,Action|Adventure|Thriller,Eva Green,Casino Royale ,8.0,casino|espionage|free running|james bond|terrorist,,
287,Tim Burton,Action|Adventure|Sci-Fi|Thriller,Cary-Hiroyuki Tagawa,Planet of the Apes ,5.7,astronaut|cage|planet|wilhelm scream|year 2029,,
288,James Cameron,Action|Sci-Fi,Joe Morton,Terminator 2: Judgment Day ,8.5,future|liquid metal|multiple cameos|sexy woman|time travel,,
289,Michael Mann,Biography|Crime|Drama|History|Romance,Johnny Depp,Public Enemies ,7.0,1930s|bank|celebrity criminal|fbi|public enemy number one,,
290,Ridley Scott,Biography|Crime|Drama,Denzel Washington,American Gangster ,7.8,death|heroin|popcorn|smuggling|vietnam,,
291,James Cameron,Action|Comedy|Thriller,Jamie Lee Curtis,True Lies ,7.2,espionage|secret agent|secret mission|spy|spy film,,
292,Tony Scott,Action|Crime|Thriller,Denzel Washington,The Taking of Pelham 1 2 3 ,6.4,hijack|hostage|ransom|subway|train,,
293,Paul Weitz,Comedy|Romance,Robert De Niro,Little Fockers ,5.5,birthday|critically bashed|male nurse|nurse|suspicion,,
294,Adam McKay,Action|Comedy|Crime,Dwayne Johnson,The Other Guys ,6.7,capitalist|detective|investigation|new york city|police,,
295,Chuck Russell,Action|Drama|Mystery|Thriller,Vanessa Williams,Eraser ,6.1,assassination attempt|corporate crime|rogue agent|witness|witness protection program,,
296,Quentin Tarantino,Drama|Western,Leonardo DiCaprio,Django Unchained ,8.5,dynamite|historically inaccurate|ku klux klan|n word|slavery,,
297,Gary Trousdale,Animation|Drama|Family|Musical|Romance,Demi Moore,The Hunchback of Notre Dame ,6.9,15th century|cathedral|gypsy|paris|victor hugo,,
298,Mark Dindal,Adventure|Animation|Comedy|Family|Fantasy,Eartha Kitt,The Emperor's New Groove ,7.3,antidote|disney|emperor|first part|llama,,
299,Simon West,Action|Adventure|Thriller,Jason Statham,The Expendables 2 ,6.7,church|hostage|mine|plutonium|revenge,,
300,Jon Turteltaub,Action|Adventure|Comedy|Family|Mystery,Nicolas Cage,National Treasure ,6.9,declaration of independence|secret society|treasure|treasure hunt|treasure hunter,,
301,Stefen Fangmeier,Action|Adventure|Family|Fantasy,Djimon Hounsou,Eragon ,5.1,dragon|dragon rider|fictional war|sword and fantasy|teenage hero,,
302,Spike Jonze,Adventure|Drama|Family|Fantasy,Catherine O'Hara,Where the Wild Things Are ,6.8,based on children's book|creature|igloo|imagination|king,,
303,Joe Wright,Adventure|Family|Fantasy,Hugh Jackman,Pan ,5.8,1940s|child hero|fantasy world|orphan|reference to peter pan,,
304,Chris Wedge,Adventure|Animation|Family|Fantasy,Josh Hutcherson,Epic ,6.7,father daughter relationship|forest|miniature person|shrinking|sword and fantasy,,
305,Florian Henckel von Donnersmarck,Action|Romance|Thriller,Johnny Depp,The Tourist ,6.0,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,,
306,Peter Hyams,Action|Fantasy|Horror|Mystery,CCH Pounder,End of Days ,5.7,atheist|ex cop|female masturbation|female nudity|lucifer,,
307,Edward Zwick,Adventure|Drama|Thriller,Leonardo DiCaprio,Blood Diamond ,8.0,diamond|elephant|fisherman|rebel|sierra leone,,
308,Martin Scorsese,Biography|Comedy|Crime|Drama,Leonardo DiCaprio,The Wolf of Wall Street ,8.2,based on true story|fellatio|female rear nudity|sex in an airplane|stockbroker,,
309,Joel Schumacher,Action|Adventure|Fantasy,Michael Gough,Batman Forever ,5.4,love|necktie|partner|rock music|tuxedo,,
310,Paul Verhoeven,Action|Sci-Fi|War,Jake Busey,Starship Troopers ,7.2,alien|federation|future|military|planet,,
311,Tom Tykwer,Drama|Sci-Fi,Tom Hanks,Cloud Atlas ,7.5,composer|future|letter|nonlinear timeline|nursing home,,
312,Zack Snyder,Action|Adventure|Animation|Family|Fantasy,Abbie Cornish,Legend of the Guardians: The Owls of Ga'Hoole ,7.0,barn owl|escape|owl|ruler|soldier,,
313,Pitof,Action|Crime|Fantasy|Romance|Thriller,Frances Conroy,Catwoman ,3.3,based on cult comic book|bechdel test passed|cat|detective|radical transformation,,
314,Brett Ratner,Action|Adventure,Dwayne Johnson,Hercules ,6.0,army|greek mythology|hercules|king|mercenary,,
315,Ron Clements,Adventure|Animation|Family|Sci-Fi,Joseph Gordon-Levitt,Treasure Planet ,7.1,alien|cyborg|pirate|planet|treasure,,
316,Brad Silberling,Adventure|Comedy|Sci-Fi,Will Ferrell,Land of the Lost ,5.4,human versus dinosaur|lizard|primate|time travel|tyrannosaurus rex,,
317,Patrick Hughes,Action|Adventure|Thriller,Jason Statham,The Expendables 3 ,6.1,battle|fight|mission|pg 13 sequel to r rated franchise|rescue,,
318,Ericson Core,Action|Crime|Sport|Thriller,Ray Winstone,Point Break ,5.3,athlete|extreme sports|fbi|fbi agent|heist,,
319,Lawrence Guterman,Comedy|Family|Fantasy,Jamie Kennedy,Son of the Mask ,2.2,baby|cartoon on tv|cartoonist|dog|mask,,
